key,value,tag,definition_en,definition_ca,definition_es,count_all,count_all_fraction,count_nodes,count_nodes_fraction,count_ways,count_ways_fraction,count_relations,count_relations_fraction,in_wiki,projects
addr:housenumber,59號,addr:housenumber=59號,An OSM addr:housenumber tag with value '59號' used to describe addr:housenumber features,Una etiqueta OSM addr:housenumber amb valor '59號' utilitzada per descriure característiques addr:housenumber,Una etiqueta OSM addr:housenumber con valor '59號' utilizada para describir características addr:housenumber,27077,0.0,27075,0.0001,2,0.0,0,0.0,No,0
motor_vehicle,agricultural;forestry,motor_vehicle=agricultural;forestry,An OSM motor_vehicle tag with value 'agricultural;forestry' used to describe motor_vehicle features,Una etiqueta OSM motor_vehicle amb valor 'agricultural;forestry' utilitzada per descriure característiques motor_vehicle,Una etiqueta OSM motor_vehicle con valor 'agricultural;forestry' utilizada para describir características motor_vehicle,27076,0.0,544,0.0,26532,0.0,0,0.0,Yes,1
source,msd.or.tz & deliver.jsi.com,source=msd.or.tz & deliver.jsi.com,An OSM source tag with value 'msd.or.tz & deliver.jsi.com' used to describe source features,Una etiqueta OSM source amb valor 'msd.or.tz & deliver.jsi.com' utilitzada per descriure característiques source,Una etiqueta OSM source con valor 'msd.or.tz & deliver.jsi.com' utilizada para describir características source,27074,0.0,2,0.0,27072,0.0,0,0.0,No,0
traffic_calming,chicane,traffic_calming=chicane,An OSM traffic_calming tag with value 'chicane' used to describe traffic_calming features,Una etiqueta OSM traffic_calming amb valor 'chicane' utilitzada per descriure característiques traffic_calming,Una etiqueta OSM traffic_calming con valor 'chicane' utilizada para describir características traffic_calming,27072,0.0,24312,0.0001,2759,0.0,1,0.0,Yes,7
grande_circulation,yes,grande_circulation=yes,An OSM grande_circulation tag with value 'yes' used to describe grande_circulation features,Una etiqueta OSM grande_circulation amb valor 'yes' utilitzada per descriure característiques grande_circulation,Una etiqueta OSM grande_circulation con valor 'yes' utilizada para describir características grande_circulation,27068,0.0,0,0.0,27068,0.0,0,0.0,No,0
tiger:county,"Hillsborough, FL","tiger:county=Hillsborough, FL","An OSM tiger:county tag with value 'Hillsborough, FL' used to describe tiger:county features","Una etiqueta OSM tiger:county amb valor 'Hillsborough, FL' utilitzada per descriure característiques tiger:county","Una etiqueta OSM tiger:county con valor 'Hillsborough, FL' utilizada para describir características tiger:county",27062,0.0,0,0.0,27062,0.0,0,0.0,No,0
addr:city,Watertown,addr:city=Watertown,An OSM addr:city tag with value 'Watertown' used to describe addr:city features,Una etiqueta OSM addr:city amb valor 'Watertown' utilitzada per descriure característiques addr:city,Una etiqueta OSM addr:city con valor 'Watertown' utilizada para describir características addr:city,27061,0.0,14749,0.0001,12302,0.0,10,0.0,No,0
addr:city,Costa Mesa,addr:city=Costa Mesa,An OSM addr:city tag with value 'Costa Mesa' used to describe addr:city features,Una etiqueta OSM addr:city amb valor 'Costa Mesa' utilitzada per descriure característiques addr:city,Una etiqueta OSM addr:city con valor 'Costa Mesa' utilizada para describir características addr:city,27055,0.0,264,0.0,26619,0.0,172,0.0,No,0
tiger:county,"St. Louis, MO","tiger:county=St. Louis, MO","An OSM tiger:county tag with value 'St. Louis, MO' used to describe tiger:county features","Una etiqueta OSM tiger:county amb valor 'St. Louis, MO' utilitzada per descriure característiques tiger:county","Una etiqueta OSM tiger:county con valor 'St. Louis, MO' utilizada para describir características tiger:county",27052,0.0,0,0.0,27052,0.0,0,0.0,No,0
source,GeoImage.at MaxRes,source=GeoImage.at MaxRes,An OSM source tag with value 'GeoImage.at MaxRes' used to describe source features,Una etiqueta OSM source amb valor 'GeoImage.at MaxRes' utilitzada per descriure característiques source,Una etiqueta OSM source con valor 'GeoImage.at MaxRes' utilizada para describir características source,27046,0.0,20,0.0,27015,0.0,11,0.0,No,0
addr:housenumber,286,addr:housenumber=286,An OSM addr:housenumber tag with value '286' used to describe addr:housenumber features,Una etiqueta OSM addr:housenumber amb valor '286' utilitzada per descriure característiques addr:housenumber,Una etiqueta OSM addr:housenumber con valor '286' utilizada para describir características addr:housenumber,27040,0.0,16331,0.0001,10682,0.0,27,0.0,No,0
bottle,yes,bottle=yes,An OSM bottle tag with value 'yes' used to describe bottle features,Una etiqueta OSM bottle amb valor 'yes' utilitzada per descriure característiques bottle,Una etiqueta OSM bottle con valor 'yes' utilizada para describir características bottle,27036,0.0,26937,0.0001,97,0.0,2,0.0,No,7
addr:municipality,Norddjurs,addr:municipality=Norddjurs,An OSM addr:municipality tag with value 'Norddjurs' used to describe addr:municipality features,Una etiqueta OSM addr:municipality amb valor 'Norddjurs' utilitzada per descriure característiques addr:municipality,Una etiqueta OSM addr:municipality con valor 'Norddjurs' utilizada para describir características addr:municipality,27033,0.0,27033,0.0001,0,0.0,0,0.0,No,0
addr:city,Le Havre,addr:city=Le Havre,An OSM addr:city tag with value 'Le Havre' used to describe addr:city features,Una etiqueta OSM addr:city amb valor 'Le Havre' utilitzada per descriure característiques addr:city,Una etiqueta OSM addr:city con valor 'Le Havre' utilizada para describir características addr:city,27026,0.0,26070,0.0001,949,0.0,7,0.0,No,0
tower:type,observation,tower:type=observation,An OSM tower:type tag with value 'observation' used to describe tower:type features,Una etiqueta OSM tower:type amb valor 'observation' utilitzada per descriure característiques tower:type,Una etiqueta OSM tower:type con valor 'observation' utilizada para describir características tower:type,27021,0.0,17130,0.0001,9828,0.0,63,0.0,Yes,19
source:geometry:date,2018-11-19,source:geometry:date=2018-11-19,An OSM source:geometry:date tag with value '2018-11-19' used to describe source:geometry:date features,Una etiqueta OSM source:geometry:date amb valor '2018-11-19' utilitzada per descriure característiques source:geometry:date,Una etiqueta OSM source:geometry:date con valor '2018-11-19' utilizada para describir características source:geometry:date,27016,0.0,0,0.0,27016,0.0,0,0.0,No,0
operator,National Grid Corporation of the Philippines,operator=National Grid Corporation of the Philippines,An OSM operator tag with value 'National Grid Corporation of the Philippines' used to describe operator features,Una etiqueta OSM operator amb valor 'National Grid Corporation of the Philippines' utilitzada per descriure característiques operator,Una etiqueta OSM operator con valor 'National Grid Corporation of the Philippines' utilizada para describir características operator,27013,0.0,24884,0.0001,2041,0.0,88,0.0,No,1
operator:wikidata,Q28197109,operator:wikidata=Q28197109,An OSM operator:wikidata tag with value 'Q28197109' used to describe operator:wikidata features,Una etiqueta OSM operator:wikidata amb valor 'Q28197109' utilitzada per descriure característiques operator:wikidata,Una etiqueta OSM operator:wikidata con valor 'Q28197109' utilizada para describir características operator:wikidata,27010,0.0,24882,0.0001,2040,0.0,88,0.0,No,1
genus,Carpinus,genus=Carpinus,An OSM genus tag with value 'Carpinus' used to describe genus features,Una etiqueta OSM genus amb valor 'Carpinus' utilitzada per descriure característiques genus,Una etiqueta OSM genus con valor 'Carpinus' utilizada para describir características genus,27008,0.0,26888,0.0001,120,0.0,0,0.0,No,1
maxstay,unlimited,maxstay=unlimited,An OSM maxstay tag with value 'unlimited' used to describe maxstay features,Una etiqueta OSM maxstay amb valor 'unlimited' utilitzada per descriure característiques maxstay,Una etiqueta OSM maxstay con valor 'unlimited' utilizada para describir características maxstay,27000,0.0,9075,0.0,17889,0.0,36,0.0,No,7
source:geometry,Bing 2012,source:geometry=Bing 2012,An OSM source:geometry tag with value 'Bing 2012' used to describe source:geometry features,Una etiqueta OSM source:geometry amb valor 'Bing 2012' utilitzada per descriure característiques source:geometry,Una etiqueta OSM source:geometry con valor 'Bing 2012' utilizada para describir características source:geometry,26983,0.0,284,0.0,26633,0.0,66,0.0,No,0
area,no,area=no,An OSM area tag with value 'no' used to describe area features,Una etiqueta OSM area amb valor 'no' utilitzada per descriure característiques area,Una etiqueta OSM area con valor 'no' utilizada para describir características area,26977,0.0,171,0.0,26682,0.0,124,0.0,Yes,4
addr:city,Heilbronn,addr:city=Heilbronn,An OSM addr:city tag with value 'Heilbronn' used to describe addr:city features,Una etiqueta OSM addr:city amb valor 'Heilbronn' utilitzada per descriure característiques addr:city,Una etiqueta OSM addr:city con valor 'Heilbronn' utilizada para describir características addr:city,26973,0.0,1539,0.0,25415,0.0,19,0.0,No,0
addr:province,ON,addr:province=ON,An OSM addr:province tag with value 'ON' used to describe addr:province features,Una etiqueta OSM addr:province amb valor 'ON' utilitzada per descriure característiques addr:province,Una etiqueta OSM addr:province con valor 'ON' utilizada para describir características addr:province,26973,0.0,6155,0.0,20708,0.0,110,0.0,No,0
addr:city,Tigard,addr:city=Tigard,An OSM addr:city tag with value 'Tigard' used to describe addr:city features,Una etiqueta OSM addr:city amb valor 'Tigard' utilitzada per descriure característiques addr:city,Una etiqueta OSM addr:city con valor 'Tigard' utilizada para describir características addr:city,26969,0.0,1097,0.0,25842,0.0,30,0.0,No,0
fire_hydrant:type:zh,地下式消防栓,fire_hydrant:type:zh=地下式消防栓,An OSM fire_hydrant:type:zh tag with value '地下式消防栓' used to describe fire_hydrant:type:zh features,Una etiqueta OSM fire_hydrant:type:zh amb valor '地下式消防栓' utilitzada per descriure característiques fire_hydrant:type:zh,Una etiqueta OSM fire_hydrant:type:zh con valor '地下式消防栓' utilizada para describir características fire_hydrant:type:zh,26966,0.0,26966,0.0001,0,0.0,0,0.0,No,0
addr:housenumber,1301,addr:housenumber=1301,An OSM addr:housenumber tag with value '1301' used to describe addr:housenumber features,Una etiqueta OSM addr:housenumber amb valor '1301' utilitzada per descriure característiques addr:housenumber,Una etiqueta OSM addr:housenumber con valor '1301' utilizada para describir características addr:housenumber,26961,0.0,17901,0.0001,9016,0.0,44,0.0,No,0
addr:city,Kolding,addr:city=Kolding,An OSM addr:city tag with value 'Kolding' used to describe addr:city features,Una etiqueta OSM addr:city amb valor 'Kolding' utilitzada per descriure característiques addr:city,Una etiqueta OSM addr:city con valor 'Kolding' utilizada para describir características addr:city,26942,0.0,26942,0.0001,0,0.0,0,0.0,No,0
operator:short,NGCP,operator:short=NGCP,An OSM operator:short tag with value 'NGCP' used to describe operator:short features,Una etiqueta OSM operator:short amb valor 'NGCP' utilitzada per descriure característiques operator:short,Una etiqueta OSM operator:short con valor 'NGCP' utilizada para describir características operator:short,26940,0.0,24815,0.0001,2038,0.0,87,0.0,No,1
departures_board,yes,departures_board=yes,An OSM departures_board tag with value 'yes' used to describe departures_board features,Una etiqueta OSM departures_board amb valor 'yes' utilitzada per descriure característiques departures_board,Una etiqueta OSM departures_board con valor 'yes' utilizada para describir características departures_board,26938,0.0,23498,0.0001,3324,0.0,116,0.0,No,10
addr:country,BD,addr:country=BD,An OSM addr:country tag with value 'BD' used to describe addr:country features,Una etiqueta OSM addr:country amb valor 'BD' utilitzada per descriure característiques addr:country,Una etiqueta OSM addr:country con valor 'BD' utilizada para describir características addr:country,26935,0.0,1449,0.0,25482,0.0,4,0.0,No,1
source,mdut_upc,source=mdut_upc,An OSM source tag with value 'mdut_upc' used to describe source features,Una etiqueta OSM source amb valor 'mdut_upc' utilitzada per descriure característiques source,Una etiqueta OSM source con valor 'mdut_upc' utilizada para describir características source,26927,0.0,0,0.0,26925,0.0,2,0.0,No,0
source,ScanEx IRS,source=ScanEx IRS,An OSM source tag with value 'ScanEx IRS' used to describe source features,Una etiqueta OSM source amb valor 'ScanEx IRS' utilitzada per descriure característiques source,Una etiqueta OSM source con valor 'ScanEx IRS' utilizada para describir características source,26919,0.0,3,0.0,26873,0.0,43,0.0,No,0
