key,value,tag,definition_en,definition_ca,definition_es,count_all,count_all_fraction,count_nodes,count_nodes_fraction,count_ways,count_ways_fraction,count_relations,count_relations_fraction,in_wiki,projects,number
source,OS_OpenData_Local,source=OS_OpenData_Local,An OSM source tag with value 'OS_OpenData_Local' used to describe source features,Una etiqueta OSM source amb valor 'OS_OpenData_Local' utilitzada per descriure característiques source,Una etiqueta OSM source con valor 'OS_OpenData_Local' utilizada para describir características source,16529,0.0,2,0.0,16516,0.0,11,0.0,No,0,8233
addr:street,Весенняя улица,addr:street=Весенняя улица,An OSM addr:street tag with value 'Весенняя улица' used to describe addr:street features,Una etiqueta OSM addr:street amb valor 'Весенняя улица' utilitzada per descriure característiques addr:street,Una etiqueta OSM addr:street con valor 'Весенняя улица' utilizada para describir características addr:street,16528,0.0,569,0.0,15918,0.0,41,0.0,No,0,8234
addr:housenumber,448,addr:housenumber=448,An OSM addr:housenumber tag with value '448' used to describe addr:housenumber features,Una etiqueta OSM addr:housenumber amb valor '448' utilitzada per descriure característiques addr:housenumber,Una etiqueta OSM addr:housenumber con valor '448' utilizada para describir características addr:housenumber,16525,0.0,9801,0.0,6710,0.0,14,0.0,No,0,8235
ref,60,ref=60,An OSM ref tag with value '60' used to describe ref features,Una etiqueta OSM ref amb valor '60' utilitzada per descriure característiques ref,Una etiqueta OSM ref con valor '60' utilizada para describir características ref,16525,0.0,5218,0.0,9938,0.0,1369,0.0001,No,0,8236
building:roof,tin,building:roof=tin,An OSM building:roof tag with value 'tin' used to describe building:roof features,Una etiqueta OSM building:roof amb valor 'tin' utilitzada per descriure característiques building:roof,Una etiqueta OSM building:roof con valor 'tin' utilizada para describir características building:roof,16523,0.0,226,0.0,16239,0.0,58,0.0,No,1,8237
addr:postcode,4213,addr:postcode=4213,An OSM addr:postcode tag with value '4213' used to describe addr:postcode features,Una etiqueta OSM addr:postcode amb valor '4213' utilitzada per descriure característiques addr:postcode,Una etiqueta OSM addr:postcode con valor '4213' utilizada para describir características addr:postcode,16522,0.0,798,0.0,15692,0.0,32,0.0,No,0,8238
height,2.0,height=2.0,An OSM height tag with value '2.0' used to describe height features,Una etiqueta OSM height amb valor '2.0' utilitzada per descriure característiques height,Una etiqueta OSM height con valor '2.0' utilizada para describir características height,16522,0.0,4400,0.0,12074,0.0,48,0.0,No,0,8239
addr:postcode,23455,addr:postcode=23455,An OSM addr:postcode tag with value '23455' used to describe addr:postcode features,Una etiqueta OSM addr:postcode amb valor '23455' utilitzada per descriure característiques addr:postcode,Una etiqueta OSM addr:postcode con valor '23455' utilizada para describir características addr:postcode,16521,0.0,196,0.0,16316,0.0,9,0.0,No,0,8240
name:ja,セブン-イレブン,name:ja=セブン-イレブン,An OSM name:ja tag with value 'セブン-イレブン' used to describe name:ja features,Una etiqueta OSM name:ja amb valor 'セブン-イレブン' utilitzada per descriure característiques name:ja,Una etiqueta OSM name:ja con valor 'セブン-イレブン' utilizada para describir características name:ja,16521,0.0,11595,0.0,4920,0.0,6,0.0,No,1,8241
tiger:name_type,Loop,tiger:name_type=Loop,An OSM tiger:name_type tag with value 'Loop' used to describe tiger:name_type features,Una etiqueta OSM tiger:name_type amb valor 'Loop' utilitzada per descriure característiques tiger:name_type,Una etiqueta OSM tiger:name_type con valor 'Loop' utilizada para describir características tiger:name_type,16517,0.0,0,0.0,16517,0.0,0,0.0,No,0,8242
addr:city,Fredericton,addr:city=Fredericton,An OSM addr:city tag with value 'Fredericton' used to describe addr:city features,Una etiqueta OSM addr:city amb valor 'Fredericton' utilitzada per descriure característiques addr:city,Una etiqueta OSM addr:city con valor 'Fredericton' utilizada para describir características addr:city,16516,0.0,1805,0.0,14708,0.0,3,0.0,No,0,8243
source:maxspeed,survey;image,source:maxspeed=survey;image,An OSM source:maxspeed tag with value 'survey;image' used to describe source:maxspeed features,Una etiqueta OSM source:maxspeed amb valor 'survey;image' utilitzada per descriure característiques source:maxspeed,Una etiqueta OSM source:maxspeed con valor 'survey;image' utilizada para describir características source:maxspeed,16516,0.0,4,0.0,16512,0.0,0,0.0,No,0,8244
addr:city,Ballston Spa,addr:city=Ballston Spa,An OSM addr:city tag with value 'Ballston Spa' used to describe addr:city features,Una etiqueta OSM addr:city amb valor 'Ballston Spa' utilitzada per descriure característiques addr:city,Una etiqueta OSM addr:city con valor 'Ballston Spa' utilizada para describir características addr:city,16515,0.0,6691,0.0,9824,0.0,0,0.0,No,0,8245
maxheight,4.1,maxheight=4.1,An OSM maxheight tag with value '4.1' used to describe maxheight features,Una etiqueta OSM maxheight amb valor '4.1' utilitzada per descriure característiques maxheight,Una etiqueta OSM maxheight con valor '4.1' utilizada para describir características maxheight,16514,0.0,241,0.0,16246,0.0,27,0.0,No,0,8246
addr:housenumber,613,addr:housenumber=613,An OSM addr:housenumber tag with value '613' used to describe addr:housenumber features,Una etiqueta OSM addr:housenumber amb valor '613' utilitzada per descriure característiques addr:housenumber,Una etiqueta OSM addr:housenumber con valor '613' utilizada para describir características addr:housenumber,16512,0.0,8018,0.0,8483,0.0,11,0.0,No,0,8247
addr:city,Aloha,addr:city=Aloha,An OSM addr:city tag with value 'Aloha' used to describe addr:city features,Una etiqueta OSM addr:city amb valor 'Aloha' utilitzada per descriure característiques addr:city,Una etiqueta OSM addr:city con valor 'Aloha' utilizada para describir características addr:city,16511,0.0,623,0.0,15879,0.0,9,0.0,No,0,8248
footway,path,footway=path,An OSM footway tag with value 'path' used to describe footway features,Una etiqueta OSM footway amb valor 'path' utilitzada per descriure característiques footway,Una etiqueta OSM footway con valor 'path' utilizada para describir características footway,16511,0.0,9,0.0,16485,0.0,17,0.0,Yes,0,8249
addr:city,Schwäbisch Gmünd,addr:city=Schwäbisch Gmünd,An OSM addr:city tag with value 'Schwäbisch Gmünd' used to describe addr:city features,Una etiqueta OSM addr:city amb valor 'Schwäbisch Gmünd' utilitzada per descriure característiques addr:city,Una etiqueta OSM addr:city con valor 'Schwäbisch Gmünd' utilizada para describir características addr:city,16510,0.0,489,0.0,16006,0.0,15,0.0,No,0,8250
addr:postcode,27705,addr:postcode=27705,An OSM addr:postcode tag with value '27705' used to describe addr:postcode features,Una etiqueta OSM addr:postcode amb valor '27705' utilitzada per descriure característiques addr:postcode,Una etiqueta OSM addr:postcode con valor '27705' utilizada para describir características addr:postcode,16510,0.0,11177,0.0,5314,0.0,19,0.0,No,0,8251
sport,pickleball,sport=pickleball,An OSM sport tag with value 'pickleball' used to describe sport features,Una etiqueta OSM sport amb valor 'pickleball' utilitzada per descriure característiques sport,Una etiqueta OSM sport con valor 'pickleball' utilizada para describir características sport,16499,0.0,352,0.0,16124,0.0,23,0.0,Yes,5,8252
addr:street,улица Труда,addr:street=улица Труда,An OSM addr:street tag with value 'улица Труда' used to describe addr:street features,Una etiqueta OSM addr:street amb valor 'улица Труда' utilitzada per descriure característiques addr:street,Una etiqueta OSM addr:street con valor 'улица Труда' utilizada para describir características addr:street,16495,0.0,253,0.0,16225,0.0,17,0.0,No,0,8253
addr:housenumber,703,addr:housenumber=703,An OSM addr:housenumber tag with value '703' used to describe addr:housenumber features,Una etiqueta OSM addr:housenumber amb valor '703' utilitzada per descriure característiques addr:housenumber,Una etiqueta OSM addr:housenumber con valor '703' utilizada para describir características addr:housenumber,16494,0.0,8368,0.0,8112,0.0,14,0.0,No,0,8254
tiger:county,"Monroe, NY","tiger:county=Monroe, NY","An OSM tiger:county tag with value 'Monroe, NY' used to describe tiger:county features","Una etiqueta OSM tiger:county amb valor 'Monroe, NY' utilitzada per descriure característiques tiger:county","Una etiqueta OSM tiger:county con valor 'Monroe, NY' utilizada para describir características tiger:county",16492,0.0,0,0.0,16492,0.0,0,0.0,No,0,8255
addr:postcode,44000,addr:postcode=44000,An OSM addr:postcode tag with value '44000' used to describe addr:postcode features,Una etiqueta OSM addr:postcode amb valor '44000' utilitzada per descriure característiques addr:postcode,Una etiqueta OSM addr:postcode con valor '44000' utilizada para describir características addr:postcode,16490,0.0,15367,0.0001,1102,0.0,21,0.0,No,0,8256
species:wikidata,Q156944,species:wikidata=Q156944,An OSM species:wikidata tag with value 'Q156944' used to describe species:wikidata features,Una etiqueta OSM species:wikidata amb valor 'Q156944' utilitzada per descriure característiques species:wikidata,Una etiqueta OSM species:wikidata con valor 'Q156944' utilizada para describir características species:wikidata,16487,0.0,16479,0.0001,8,0.0,0,0.0,No,0,8257
addr:postcode,95-100,addr:postcode=95-100,An OSM addr:postcode tag with value '95-100' used to describe addr:postcode features,Una etiqueta OSM addr:postcode amb valor '95-100' utilitzada per descriure característiques addr:postcode,Una etiqueta OSM addr:postcode con valor '95-100' utilizada para describir características addr:postcode,16485,0.0,9127,0.0,7356,0.0,2,0.0,No,0,8258
operator:en,West Japan Railway Company,operator:en=West Japan Railway Company,An OSM operator:en tag with value 'West Japan Railway Company' used to describe operator:en features,Una etiqueta OSM operator:en amb valor 'West Japan Railway Company' utilitzada per descriure característiques operator:en,Una etiqueta OSM operator:en con valor 'West Japan Railway Company' utilizada para describir características operator:en,16483,0.0,389,0.0,15657,0.0,437,0.0,No,1,8259
addr:city,Wauwatosa,addr:city=Wauwatosa,An OSM addr:city tag with value 'Wauwatosa' used to describe addr:city features,Una etiqueta OSM addr:city amb valor 'Wauwatosa' utilitzada per descriure característiques addr:city,Una etiqueta OSM addr:city con valor 'Wauwatosa' utilizada para describir características addr:city,16482,0.0,1023,0.0,15446,0.0,13,0.0,No,0,8260
addr:housenumber,1005,addr:housenumber=1005,An OSM addr:housenumber tag with value '1005' used to describe addr:housenumber features,Una etiqueta OSM addr:housenumber amb valor '1005' utilitzada per descriure característiques addr:housenumber,Una etiqueta OSM addr:housenumber con valor '1005' utilizada para describir características addr:housenumber,16481,0.0,7502,0.0,8956,0.0,23,0.0,No,0,8261
canoe,no,canoe=no,An OSM canoe tag with value 'no' used to describe canoe features,Una etiqueta OSM canoe amb valor 'no' utilitzada per descriure característiques canoe,Una etiqueta OSM canoe con valor 'no' utilizada para describir características canoe,16479,0.0,80,0.0,16079,0.0,320,0.0,No,4,8262
source:date,2015-08-17,source:date=2015-08-17,An OSM source:date tag with value '2015-08-17' used to describe source:date features,Una etiqueta OSM source:date amb valor '2015-08-17' utilitzada per descriure característiques source:date,Una etiqueta OSM source:date con valor '2015-08-17' utilizada para describir características source:date,16478,0.0,300,0.0,16176,0.0,2,0.0,No,0,8263
roof:downpipe,no,roof:downpipe=no,An OSM roof:downpipe tag with value 'no' used to describe roof:downpipe features,Una etiqueta OSM roof:downpipe amb valor 'no' utilitzada per descriure característiques roof:downpipe,Una etiqueta OSM roof:downpipe con valor 'no' utilizada para describir características roof:downpipe,16477,0.0,4,0.0,16469,0.0,4,0.0,No,0,8264
source,geodata.gov.gr,source=geodata.gov.gr,An OSM source tag with value 'geodata.gov.gr' used to describe source features,Una etiqueta OSM source amb valor 'geodata.gov.gr' utilitzada per descriure característiques source,Una etiqueta OSM source con valor 'geodata.gov.gr' utilizada para describir características source,16477,0.0,14104,0.0001,224,0.0,2149,0.0002,No,0,8265
addr:city,Terneuzen,addr:city=Terneuzen,An OSM addr:city tag with value 'Terneuzen' used to describe addr:city features,Una etiqueta OSM addr:city amb valor 'Terneuzen' utilitzada per descriure característiques addr:city,Una etiqueta OSM addr:city con valor 'Terneuzen' utilizada para describir características addr:city,16474,0.0,16457,0.0001,17,0.0,0,0.0,No,0,8266
