key,value,definición
seamark:beacon_lateral:category,harbour_left,marca:baliza lateral:categoría = porto á esquerda
seamark:beacon_lateral:category,harbour_right,marca:baliza lateral:categoría = porto dereito
seamark:beacon_lateral:category,port,marca: baliza lateral: categoría = Porto
seamark:beacon_lateral:category,preferred_channel_port,marca:baliza lateral:categoría = porto de canle preferido
seamark:beacon_lateral:category,preferred_channel_starboard,marca: baliza lateral: categoría = canle de estribor preferida
seamark:beacon_lateral:category,starboard,marca:baliza lateral:categoría = estribor
seamark:beacon_lateral:category,waterway_left,marca:baliza lateral:categoría = canle esquerda
seamark:beacon_lateral:category,waterway_right,marca:baliza lateral:categoría = canle dereita
seamark:beacon_lateral:colour,green,marca: marcador lateral: cor = verde
seamark:beacon_lateral:colour,green;red;green,marca:baliza lateral:cor = verde;vermello;verde
seamark:beacon_lateral:colour,green;white;green;white,marca:baliza lateral:cor = verde;branco;verde;branco
seamark:beacon_lateral:colour,red,marca:baliza lateral:cor = vermello
seamark:beacon_lateral:colour,red;green;red,marca:baliza lateral:cor = vermello;verde;vermello
seamark:beacon_lateral:colour,red;green;red;green,marca:baliza lateral:cor = vermello;verde;vermello;verde
seamark:beacon_lateral:colour,red;white;red;white,marca:baliza lateral:cor = vermello;branco;vermello;branco
seamark:beacon_lateral:colour_pattern,horizontal,marca marítima: baliza lateral: patrón de cores = horizontal
seamark:beacon_lateral:shape,perch,marca: marcador lateral: forma = poleiro
seamark:beacon_lateral:shape,pile,marca:baliza lateral:forma = apilar
seamark:beacon_lateral:shape,pole,marca:baliza lateral:forma = poste
seamark:beacon_lateral:shape,stake,marca_mar:baliza_lateral:forma = aposta
seamark:beacon_lateral:shape,tower,marca:baliza lateral:forma = torre
seamark:beacon_lateral:shape,withy,marca: baliza lateral: forma = con
seamark:beacon_lateral:system,iala-a,seamark:la almenara_lateral:sistema=iala-un
seamark:beacon_safe_water:colour,red;white,seamark:baliza de auga segura:cor = vermello branco
seamark:beacon_safe_water:colour_pattern,vertical,seamark:baliza auga segura:patrón de cor = vertical
seamark:beacon_safe_water:shape,pile,seamark:baliza de auga segura:forma = batería
seamark:beacon_safe_water:shape,tower,Seamark: Baliza de augas seguras: Forma = torre
seamark:beacon_special_purpose:category,cable,seamark:baliza propósito especial:categoría = cable
seamark:beacon_special_purpose:category,leading,marca de mar:baliza propósito especial:categoría = principal
seamark:beacon_special_purpose:category,notice,marca marítima:baliza propósito especial:categoría = notar
seamark:beacon_special_purpose:category,racing,seamark:beacon propósito especial:categoría = razas
seamark:beacon_special_purpose:category,warning,marca de mar:baliza propósito especial:categoría = aviso
seamark:beacon_special_purpose:colour,black,marca de mar:baliza propósito especial:cor = negro
seamark:beacon_special_purpose:colour,blue,marca de mar:baliza propósito especial:cor = azul
seamark:beacon_special_purpose:colour,green,marca de mar:baliza propósito especial:cor = verde
seamark:beacon_special_purpose:colour,grey,marca de mar:baliza propósito especial:cor = gris
seamark:beacon_special_purpose:colour,orange,marca de mar:baliza propósito especial:cor = laranxa
seamark:beacon_special_purpose:colour,red,marca de mar:baliza propósito especial:cor = vermello
seamark:beacon_special_purpose:colour,white,marca de mar:baliza propósito especial:cor = branco
seamark:beacon_special_purpose:colour,yellow,marca de mar:baliza propósito especial:cor = amarelo
seamark:beacon_special_purpose:shape,cairn,marca marítima: baliza propósito especial: forma = fito
seamark:beacon_special_purpose:shape,lattice,marca de mar:baliza propósito especial:forma = celosía
seamark:beacon_special_purpose:shape,pile,marca de mar:baliza propósito especial:forma = pila
seamark:beacon_special_purpose:shape,pole,marca marítima:baliza propósito especial:forma = polo
seamark:beacon_special_purpose:shape,tower,marca marítima:baliza propósito especial:forma = torre
seamark:building:function,harbour_master,marca:edificio:función = Capitán de porto
seamark:buoy_cardinal:category,east,marca:Cardinal boya:categoría = isto
seamark:buoy_cardinal:category,north,marca: boia cardinal: categoría = norte
seamark:buoy_cardinal:category,south,marca: boia Cardinal: categoría = sur
seamark:buoy_cardinal:category,west,marca: boia Cardinal: categoría = Oeste
seamark:buoy_cardinal:colour,black;yellow,Marca: Cardinal Buoy; Cor = Amarelo e Negro
seamark:buoy_cardinal:colour,black;yellow;black,Marca: Cardinal Buoy: Cor = Negro; Amarelo; Negro
seamark:buoy_cardinal:colour,yellow;black,Marca: Cardinal Buoy: Cor = Amarelo; Negro
seamark:buoy_cardinal:colour,yellow;black;yellow,Marca: Cardinal Buoy: Cor = Amarelo; Negro; Amarelo
seamark:buoy_cardinal:colour_pattern,horizontal,marca_mar:bóia_cardinal:patrón_de_cor = horizontal
seamark:buoy_cardinal:shape,can,marca marítima: boia cardinal: forma = lata
seamark:buoy_cardinal:shape,conical,marca marítima: boia cardinal: forma = cónica
seamark:buoy_cardinal:shape,pillar,marca marítima: boia cardinal: forma = piar
seamark:buoy_cardinal:shape,spar,marca marítima: boia cardinal: forma = mastro
seamark:buoy_cardinal:shape,spherical,marca marítima: boia cardinal: forma = esférica
seamark:buoy_isolated_danger:colour,black;red;black,"Marca: Boia illada Perigo: Cor = Negro, Vermello, Negro"
seamark:buoy_isolated_danger:colour_pattern,horizontal,marca marítima: boia de perigo illada: patrón de cor = horizontal
seamark:buoy_isolated_danger:shape,can,marca: boia illada perigo: forma = pode
seamark:buoy_isolated_danger:shape,conical,marca: boia illada perigo: forma = cónica
seamark:buoy_isolated_danger:shape,pillar,marca: boia illada perigo: forma = piar
seamark:buoy_isolated_danger:shape,spar,marca: boia illada perigo: forma = mastro
seamark:buoy_isolated_danger:shape,spherical,marca: boia illada perigo: forma = esférica
seamark:buoy_lateral:category,bridge_pier,marca: boia lateral: categoría = peirao de ponte
seamark:buoy_lateral:category,channel_left,marca: boia lateral: categoría = canle esquerda
seamark:buoy_lateral:category,channel_right,marca: boia lateral: categoría = canle dereita
seamark:buoy_lateral:category,channel_separation,marca: boia lateral: categoría = separación de canles
seamark:buoy_lateral:category,danger_left,marca:boia lateral:categoría = perigo á esquerda
seamark:buoy_lateral:category,danger_right,marca:boia lateral:categoría = perigo dereito
seamark:buoy_lateral:category,port,marca_mar:boia_lateral:categoría = Porto
seamark:buoy_lateral:category,preferred_channel_port,Marca: Boia lateral: Categoría = Porto de canle preferido
seamark:buoy_lateral:category,preferred_channel_starboard,Marca: Boia lateral: Categoría = Canle preferida de estribor
seamark:buoy_lateral:category,starboard,marca:boia_lateral:categoría = estribor
seamark:buoy_lateral:category,turnoff_left,marca:boia lateral:categoría = xiro á esquerda
seamark:buoy_lateral:category,turnoff_right,marca:boia lateral:categoría = xiro á dereita
seamark:buoy_lateral:category,waterway_left,marca: boia lateral: categoría = canle esquerda
seamark:buoy_lateral:category,waterway_right,marca: boia lateral: categoría = canle dereita
seamark:buoy_lateral:category,waterway_separation,marca: boia lateral: categoría = separación de vías navegables
seamark:buoy_lateral:colour,green,marca marítima:boia_posterior:cor = verde
seamark:buoy_lateral:colour,green;red;green,marca: boia lateral: cor = verde; vermello; verde
seamark:buoy_lateral:colour,green;white;green;white,marca: boia lateral: cor = verde; branco; verde; branco
seamark:buoy_lateral:colour,red,marca marítima:boia_posterior:cor = vermella
seamark:buoy_lateral:colour,red;green;red,marca: boia lateral: cor = vermello; verde; vermello
seamark:buoy_lateral:colour,red;green;red;green,marca: boia lateral: cor = vermello; verde; vermello; verde
seamark:buoy_lateral:colour,red;white;red;white,marca: boia lateral: cor = vermello; branco; vermello; branco
seamark:buoy_lateral:colour_pattern,horizontal,marca marítima: boia lateral: patrón de cores = horizontal
seamark:buoy_lateral:reflectivity,reflector,marca: boia lateral: reflectividade = reflector
seamark:buoy_lateral:shape,can,marca: boia lateral: forma = lata
seamark:buoy_lateral:shape,conical,marca: boia lateral: forma = cónica
seamark:buoy_lateral:shape,pillar,marca: boia lateral: forma = piar
seamark:buoy_lateral:shape,spar,marca:boia_lateral:forma = mastro
seamark:buoy_lateral:shape,spherical,marca: boia lateral: forma = esférica
seamark:buoy_lateral:system,iala-a,seamark:lateral_buoy:system = iala-a
seamark:buoy_safe_water:colour,red;white,Marca: Boia de auga segura: Cor = Vermello Branco
seamark:buoy_safe_water:colour_pattern,vertical,marca marítima: boia para augas seguras: patrón de cores = vertical
seamark:buoy_safe_water:shape,can,Marca: Boia de auga segura: Forma = Lata
seamark:buoy_safe_water:shape,conical,Marca: Boia para auga segura; Forma = Cónica
seamark:buoy_safe_water:shape,pillar,marca: boia para augas seguras: forma = piar
seamark:buoy_safe_water:shape,spar,marca: boia para augas seguras: forma = mastro
seamark:buoy_safe_water:shape,spherical,Marca: Boia para auga segura; Forma = Esférica
seamark:buoy_special_purpose:category,mooring,marca marítima: boia para fins especiais: categoría = amarre
seamark:buoy_special_purpose:category,no_entry,marca marítima:boia para fins especiais:categoría = Prohibida a entrada
seamark:buoy_special_purpose:category,odas,marca marítima: boia para fins especiais: categoría = odas
seamark:buoy_special_purpose:category,racing,Marca marítima: boia para fins especiais: categoría = regatas
seamark:buoy_special_purpose:category,recreation_zone,marca marítima: boia para fins especiais: categoría = área de recreo
seamark:buoy_special_purpose:category,warning,marca marítima: boia para fins especiais: categoría = aviso
seamark:buoy_special_purpose:colour,black,marca marítima: boia para fins especiais: cor = negro
seamark:buoy_special_purpose:colour,blue,marca marítima: boia para fins especiais: cor = azul
seamark:buoy_special_purpose:colour,green,marca marítima: boia para fins especiais: cor = verde
seamark:buoy_special_purpose:colour,orange,marca marítima: boia para fins especiais: cor = laranxa
seamark:buoy_special_purpose:colour,red,marca marítima: boia para fins especiais: cor = vermella
seamark:buoy_special_purpose:colour,white,marca marítima: boia para fins especiais: cor = branca
seamark:buoy_special_purpose:colour,yellow,marca marítima: boia para fins especiais: cor = amarelo
seamark:buoy_special_purpose:colour_pattern,diagonal,marca marítima: boia para fins especiais: patrón de cores = diagonal
seamark:buoy_special_purpose:colour_pattern,horizontal,marca marítima: boia para fins especiais: patrón de cores = horizontal
seamark:buoy_special_purpose:colour_pattern,vertical,marca marítima: boia para fins especiais: patrón de cor = vertical
seamark:buoy_special_purpose:shape,barrel,Marca marítima: boia para fins especiais: forma = barril
seamark:buoy_special_purpose:shape,can,marca marítima: boia para fins especiais: forma = lata
seamark:buoy_special_purpose:shape,conical,marca marítima: boia para fins especiais: forma = cónica
seamark:buoy_special_purpose:shape,pillar,marca marítima: boia para fins especiais: forma = piar
seamark:buoy_special_purpose:shape,spar,marca marítima: boia para fins especiais: forma = verga
seamark:buoy_special_purpose:shape,spherical,marca marítima: boia para fins especiais: forma = esférica
seamark:buoy_special_purpose:shape,super-buoy,marca marítima: boia para fins especiais: forma = superboia
seamark:cable_overhead:category,power,seamark:sobrecarga do cable:categoría = potencia
seamark:cable_overhead:category,telephone,seamark:sobrecarga de cable:categoría = teléfono
seamark:cable_overhead:category,transmission,seamark:sobrecarga do cable:categoría = transmisión
seamark:cable_submarine:category,power,seamark:cable submarino:categoría = potencia
seamark:conspicuity,conspicious,marca: visibilidade = conspicuo
seamark:conspicuity,conspicuous,marca: visibilidade = conspicuo
seamark:distance_mark:category,board,marca marítima: marca de distancia: categoría = taboleiro
seamark:distance_mark:category,not_installed,marca marítima: marca de distancia: categoría = non instalada
seamark:distance_mark:units,hectometres,marca marítima: marca de distancia: unidades = hectómetros
seamark:distance_mark:units,kilometres,marca:marca_de_distancia:unidades = quilómetros
seamark:fixme,please_fix_position,"seamark: arranxame = corrixe a posición, por favor"
seamark:fog_signal:category,bell,marca marítima: sinal de néboa: categoría = campá
seamark:fog_signal:category,diaphone,marca marítima: sinal de néboa: categoría = diafón
seamark:fog_signal:category,explosive,Seamark: sinal de néboa: categoría = explosivo
seamark:fog_signal:category,gong,marca marítima: sinal de néboa: categoría = gong
seamark:fog_signal:category,horn,marca marítima: sinal de néboa: categoría = bucina
seamark:fog_signal:category,nautophone,seamark: sinal de néboa: categoría = naútofono
seamark:fog_signal:category,siren,marca marítima: sinal de néboa: categoría = sirena
seamark:fog_signal:category,whistle,marca marítima: sinal de néboa: categoría = asubío
seamark:harbour:category,fishing,marca:porto:categoría = pesca
seamark:harbour:category,marina,marca:porto:categoría = porto pequeno
seamark:landmark:category,cairn,marca:punto de referencia:categoría = fito
seamark:landmark:category,cemetery,marca:punto de referencia:categoría = cemiterio
seamark:landmark:category,chimney,marca:punto de referencia:categoría = Lareira
seamark:landmark:category,column,marca:punto de referencia:categoría = columna
seamark:landmark:category,cross,marca:punto de referencia:categoría = cruz
seamark:landmark:category,dish_aerial,marca:punto de referencia:categoría = antena parabólica
