key,value,définition
nhd:fdate,Thu Dec 27 00:00:00 PST 2007,nhd:fdate=jeudi 27 décembre 00:00:00 PST 2007
nhd:fdate,Thu Feb 28 00:00:00 PST 2008,nhd:fdate=jeudi 28 février 00:00:00 PST 2008
nhd:fdate,Thu Mar 28 00:00:00 PST 2002,nhd:fdate=jeudi 28 mars 00:00:00 PST 2002
nhd:fdate,Thu May 27 00:00:00 PDT 2010,nhd:fdate=jeudi 27 mai 00:00:00 PDT 2010
nhd:fdate,Thu May 29 00:00:00 PDT 2008,nhd:fdate=jeudi 29 mai 00:00:00 PDT 2008
nhd:fdate,Thu Sep 27 00:00:00 PDT 2007,nhd:fdate=jeudi 27 septembre 00:00:00 PDT 2007
nhd:fdate,Tue Mar 04 00:00:00 PST 2008,nhd:fdate=mar 4 mars 00:00:00 PST 2008
nhd:fdate,Tue May 01 00:00:00 PDT 2007,nhd:fdate=mardi 1er mai 2007 à 00:00:00 PDT
nhd:fdate,Tue Sep 25 00:00:00 PDT 2007,nhd:fdate=mar. 25 sept. 2007 00:00:00 PDT
nhd:fdate,Wed Jun 02 00:00:00 PDT 2010,nhd:fdate=mercredi 2 juin 2010 à 00:00:00 PDT
nhd:fdate,Wed May 09 00:00:00 PDT 2007,nhd:fdate=mer. 9 mai 2007 00:00:00 PDT
nhd:fdate,Wed May 26 00:00:00 PDT 2010,nhd:fdate=mercredi 26 mai 2010 à 00:00:00 PDT
nhd:fdate,Wed Sep 26 00:00:00 PDT 2007,nhd:fdate=mer. 26 sept. 00:00:00 PDT 2007
nhd:fdate,Wed␣Sep␣26␣00:00:00␣PDT␣2007,nhd:fdate=mer . ␣ sept . ␣ 26 ␣ 00:00:00 ␣ PDT ␣ 2007
NHD:FLOWDIR,With Digitized,NHD:FLOWDIR=Avec numérisation
NHD:FLOWDIR,With␣Digitized,NHD:FLOWDIR=Avec ␣ Numérisé
NHD:FType,460,NHD:FType=460
NHD:FType,ArtificialPath,NHD:FType=Chemin artificiel
nhd:ftype,ArtificialPath,nhd:ftype=Chemin artificiel
NHD:FType,CanalDitch,NHD:FType=CanalDitch
NHD:FTYPE,LakePond,NHD:FTYPE=LacPond
nhd:ftype,LakePond,nhd:ftype=LakePond
NHD:FTYPE,StreamRiver,NHD:FTYPE=StreamRiver
NHD:FType,StreamRiver,NHD:FType=StreamRiver
nhd:ftype,StreamRiver,nhd:ftype=StreamRiver
NHD:FTYPE,SwampMarsh,NHD:FTYPE=Marais
NHD:RESOLUTION,2,NHD:RÉSOLUTION=2
NHD:RESOLUTION,High,NHD : RÉSOLUTION = Haute
NHD:Resolution,High,NHD : Résolution = Haute
NHD:RESOLUTION,Medium,NHD : RÉSOLUTION = Moyenne
NHS,Interstate,NHS = Interétat
NHS,STRAHNET,NHS=STRAHNET
noexit,no,noexit=non
notas,"por favor respete las licencias de información y de los créditos correspondientes a las fuentes originales, y a osm en sus trabajos. #LeyLleras","notas=por favor respecte las licencias de información y de los créditos correspondantientes a las fuentes originals, ya osm en sus trabajos. #LeyLleras"
note,*,note=*
note,A13-06_03.xml,note=A13-06_03.xml
note:ja,*,note:ja=*
note:ja,国土数値情報（公共施設データ）平成19年　国土交通省,note:ja=国土数値情報（公共施設データ）平成19年 国土交通省
note:ja,国土数値情報(河川データ)平成18年国土交通省,note :ja=国土数値情報(河川データ)平成18年国土交通省
note:ja,国土数値情報(河川データ)平成21年度 国土交通省,note:ja=国土数値情報(河川データ)平成21年度 国土交通省
note:ja,国土数値情報（湖沼データ）平成17年　国土交通省,note:ja=国土数値情報（湖沼データ）平成17年 国土交通省
note:ja,国土数値情報（鉄道データ）平成19年　国土交通省,note:ja=国土数値情報（鉄道データ）平成19年 国土交通省
note:name,"Der reg_name, sowie ggf. der loc_name sind dem zugehörigen Wikipediaartikel entnommen.","note:name=Le reg_name, sowie ggf. le loc_name correspond au nom de l'article Wikipedia correspondant."
note:name,"Der␣reg_name,␣sowie␣ggf.␣der␣loc_name␣sind␣dem␣zugehörigen␣Wikipediaartikel␣entnommen.","note:name=Der ␣ reg_name, ␣ sowie ␣ ggf. ␣ der ␣ loc_name ␣ sind ␣ dem ␣ zugehörigen ␣ Wikipediaartikel ␣ entnommen."
note:post_town,Florissant,note:post_town=Florissant
note:post_town,Saint Louis,note:post_town=Saint Louis
note:post_town,Saint␣Louis,note:post_town= Saint Louis
notes,One Family Year-Round Residence,notes=Résidence unifamiliale à l'année
nuclear_explosion:country,*,explosion_nucléaire:pays=*
nycdoitt:bin,3000000,nycdoitt:bin=3000000
nycdoitt:bin,4000000,nycdoitt:bin=4000000
nysgissam:review,existing element's addr:housenumber has different addr:housenumber,nysgissam:review=l'élément existant a une adresse :numéro_de_maison différente
nysgissam:review,existing␣element's␣addr:housenumber␣has␣different␣addr:housenumber,nysgissam:review=existing ␣ element's ␣ addr:housenumber ␣ has ␣ different ␣ addr:housenumber
nysgissam:review,found > 1 existing matching address,nysgissam:review=found > 1 adresse correspondante existante
nysgissam:review,found␣>␣1␣existing␣matching␣address,nysgissam:review=found ␣ > ␣ 1 ␣ existant ␣ correspondant à ␣ adresse
nysgissam:review,no matching street nearby,nysgissam:review=aucune rue correspondante à proximité
nysgissam:review,no␣matching␣street␣nearby,nysgissam:review=no ␣ correspondant ␣ rue ␣ à proximité
nysgissam:review,repeat address,nysgissam:review=adresse répétée
nysgissam:review,repeat␣address,nysgissam:review=repeat ␣ adresse
object:city,Badalona,objet:ville=Badalona
object:city,Düsseldorf,objet:ville=Düsseldorf
object:city,Tiana,objet:ville=Tiana
object:city,Valdivia,objet:ville=Valdivia
object:country,DE,objet:pays=DE
observatory:type,astronomical,observatoire:type=astronomique
observatory:type,gravitational,observatoire:type=gravitationnel
observatory:type,meteorological,observatoire:type=météorologique
odbl,clean,odbl=propre
office,accountant,bureau = comptable
office,administrative,bureau=administratif
office,adoption_agency,bureau=agence_d'adoption
office,advertising_agency,bureau=agence_de_publicité
office,architect,bureau=architecte
office,archive,bureau=archive
office,association,bureau=association
office,bail_bond_agent,bureau=agent_de_caution
office,call_center,bureau=centre_d_appels
office,call_centre,bureau=centre_appels
office,camping,bureau=camping
office,chamber,bureau=chambre
office,charity,bureau=charité
office,company,bureau=entreprise
office,construction_company,bureau=entreprise_de_construction
office,consulting,bureau=consulting
office,cooperative,bureau=coopérative
office,courier,bureau=coursier
office,coworking,bureau=coworking
office,diplomatic,bureau=diplomatique
office,educational_institution,bureau=établissement_d'enseignement
office,employment_agency,bureau=agence_pour_l'emploi
office,energy_supplier,bureau=fournisseur_d'énergie
office,engineer,bureau=ingénieur
office,estate_agent,bureau=agent_immobilier
office,financial,bureau=financier
office,financial_advisor,bureau=conseiller_financier
office,forestry,bureau=foresterie
office,foundation,bureau=fondation
office,geodesist,bureau=géodésiste
office,government,bureau = gouvernement
office,graphic_design,bureau=conception_graphique
office,guide,bureau=guide
office,harbour_master,bureau=maître_du_port
office,healthcare,bureau=soins de santé
office,highway,bureau=autoroute
office,insurance,bureau=assurance
office,international_organization,bureau=organisation_internationale
office,it,bureau=il
office,lawyer,bureau = avocat
office,lifeguard,bureau = sauveteur
office,logistics,bureau=logistique
office,lost_property,bureau=propriété_perdue
office,medical,bureau = médical
office,moving_company,bureau=entreprise_déménagement
office,newspaper,bureau=journal
office,ngo,bureau=ngo
office,non-governmental_organization,bureau=organisation_non_gouvernementale
office,notary,bureau=notaire
office,occupational_safety,bureau=sécurité_du_travail
office,parish,bureau=paroisse
office,personal_service,bureau=service_personnel
office,physician,cabinet = médecin
office,political_party,bureau=parti_politique
office,politician,bureau = politicien
office,private_investigator,bureau=enquêteur_privé
office,property_management,bureau=gestion_immobilière
office,publisher,bureau=éditeur
office,quango,bureau=quango
office,real_estate_agent,bureau=agent_immobilier
office,realtor,bureau=agent immobilier
office,reception,bureau = réception
office,register,bureau=registre
office,religion,bureau=religion
office,rental,bureau=location
office,research,bureau=recherche
office,security,bureau = sécurité
office,supervised_injection_site,bureau=site_d'injection_supervisée
office,surveyor,bureau=arpenteur
office,tax,bureau = taxe
office,tax_advisor,bureau=conseiller fiscal
office,telecommunication,bureau = télécommunications
office,therapist,cabinet = thérapeute
office,tourist_accommodation,bureau=hébergement_touristique
office,translator,bureau=traducteur
office,transport,bureau=transport
office,travel_agent,bureau=agent_de_voyages
office,tutoring,bureau=tutorat
office,union,bureau=syndicat
office,university,bureau=université
office,visa,bureau=visa
office,water_utility,bureau=service_d'eau
office,wedding_planner,bureau=organisateur_de_mariage
office:realtor,*,bureau:agent immobilier=*
official_name,Starbucks Coffee,nom_officiel=Starbucks Coffee
official_name,Starbucks␣Coffee,nom_officiel=Starbucks ␣ Café
official_name:en,Seven-Eleven,nom_officiel:en=Seven-Eleven
official_status,ru:деревня,official_status=ru:деревня
official_status,ru:посёлок,official_status=ru:посёлок
official_status,ru:село,statut_officiel=ru:село
old_railway_operator,ACL,ancien opérateur ferroviaire=ACL
old_railway_operator,NYC,ancien opérateur ferroviaire = NYC
old_railway_operator,NYH&H,ancien opérateur ferroviaire = NYH&H
old_railway_operator,NYNH&H,ancien opérateur ferroviaire = NYNH&H
old_railway_operator,PRR,ancien opérateur ferroviaire = PRR
old_railway_operator,SAL,ancien opérateur ferroviaire=SAL
old_railway_operator,Southern,ancien opérateur ferroviaire = Sud
old_railway_operator,SP,ancien opérateur ferroviaire=SP
old_railway_operator,SP&S,ancien opérateur ferroviaire = SP&S
old_railway_operator,UP,ancien opérateur ferroviaire=UP
oneway,-1,sens unique=-1
oneway,1,sens unique=1
oneway,*,sens unique=*
oneway,alternating,sens unique = alterné
oneway,FALSE,sens unique = FAUX
oneway,no,sens unique = non
oneway,reversible,sens unique = réversible
oneway,TRUE,sens unique=VRAI
oneway:bicycle,no,sens unique : vélo = non
oneway:bus,no,sens unique:bus=non
oneway:mofa,no,sens unique :mofa=non
oneway:moped,no,sens unique : cyclomoteur = non
oneway:motorcycle,no,sens unique:moto=non
oneway:psv,no,sens unique:psv=non
openGeoDB:version,0.2.6.11␣/␣2007-12-04␣/␣http://fa-technik.adfc.de/code/opengeodb/dump/,openGeoDB:version=0.2.6.11 ␣ / ␣ 04/12/2007 ␣ / ␣ http://fa-technik.adfc.de/code/opengeodb/dump/
opening_hours,*,heures_d'ouverture=*
opening_hours,08:00-22:00,heures_d'ouverture=08:00-22:00
opening_hours,24/07/23,heures_d'ouverture=24/07/23
opening_hours,24/7,heures_d'ouverture=24/7
opening_hours,Mo-Fr 08:00-16:00,heures_d'ouverture=Lun-Ven 08:00-16:00
opening_hours,sunrise-sunset,heures_d'ouverture=lever_du_soleil-coucher_du_soleil
opening_hours:covid19,off,heures_d'ouverture:covid19=désactivé
opening_hours:covid19,open,heures_d'ouverture:covid19=ouvert
opening_hours:covid19,same,heures_d'ouverture:covid19=identiques
opening_hours:signed,no,heures_d'ouverture:signalé=non
operational_status,closed,statut_opérationnel=fermé
operational_status,open,statut_opérationnel=ouvert
operational_status,operational,statut_opérationnel=opérationnel
operational_status,out_of_order,état_opérationnel=hors_de_la_commande
operational_status_quality,closed,qualité_état_opérationnel=fermé
operational_status_quality,confirmed,qualité_état_opérationnel=confirmé
operational_status_quality,functional,qualité_état_opérationnel=fonctionnel
operational_status_quality,needs_maintenance,qualité_état_opérationnel=nécessite_maintenance
operational_status_quality,ok,qualité_état_opérationnel=ok
operational_status_quality,restricted,qualité_état_opérationnel=restreint
operational_status_quality,unspecified,qualité_état_opérationnel=non_spécifié
operator,*,opérateur=*
operator,Adif,opérateur=Adif
operator:en,Central Japan Railway Company,opérateur : en=Central Japan Railway Company
operator:en,Central␣Japan␣Railway␣Company,opérateur:en=Central ␣ Japan ␣ Railway ␣ Company
operator:en,East Japan Railway Company,opérateur : en=East Japan Railway Company
operator:en,East␣Japan␣Railway␣Company,opérateur:en=East ␣ Japan ␣ Railway ␣ Company
operator:en,Japan Post,opérateur:en=Japan Post
operator:en,State Grid Corporation of China,opérateur:en=State Grid Corporation of China
operator:en,West Japan Railway Company,opérateur:en=West Japan Railway Company
operator:en,West␣Japan␣Railway␣Company,opérateur:en=Ouest ␣ Japon ␣ Compagnie des chemins de fer ␣
operator:ja,*,opérateur:ja=*
operator:ja,日本郵便,Operator:ja=日本郵便
operator:ja,東日本旅客鉄道,Operator:ja=東日本旅客鉄道
operator:ja,東海旅客鉄道,Operator:ja=東海旅客鉄道
operator:ja,西日本旅客鉄道,Operator:ja=西日本旅客鉄道
operator:old,Western Power Distribution,opérateur:ancien=Western Power Distribution
operator:old,Western␣Power␣Distribution,opérateur:ancien=Western ␣ Power ␣ Distribution
operator:ref:FR:SIRET,21130055300016,opérateur:ref:FR:SIRET=21130055300016
operator:short,NGCP,opérateur:court=NGCP
operator:short,PKP PLK,opérateur:court=PKP PLK
operator:short,SCE,opérateur:court=SCE
operator:short,USGS,opérateur:short=USGS
operator:short,USPS,opérateur:short=USPS
operator:short,郵便局,Operator:short=郵便局
operator:short:en,JP,opérateur:court:en=JP
operator:short:ja,郵便局,opérateur:short:ja=郵便局
operator:type,business,opérateur:type=entreprise
operator:type,community,opérateur:type=communauté
operator:type,government,opérateur:type=gouvernement
operator:type,private,opérateur:type=privé
operator:type,public,opérateur:type=public
operator:type,religious,opérateur:type=religieux
operator:type,university,opérateur:type=université
operator:website,https://www.usps.com,opérateur:site web=https://www.usps.com
operator:wikidata,Q1032001,opérateur:wikidata=Q1032001
operator:wikidata,Q1060049,opérateur:wikidata=Q1060049
operator:wikidata,Q110319893,opérateur:wikidata=Q110319893
operator:wikidata,Q11089971,opérateur:wikidata=Q11089971
operator:wikidata,Q111843687,opérateur:wikidata=Q111843687
operator:wikidata,Q11509260,opérateur:wikidata=Q11509260
operator:wikidata,Q115224013,opérateur:wikidata=Q115224013
operator:wikidata,Q117706368,opérateur:wikidata=Q117706368
operator:wikidata,Q122870674,opérateur:wikidata=Q122870674
operator:wikidata,Q1321054,opérateur:wikidata=Q1321054
operator:wikidata,Q1430055,opérateur:wikidata=Q1430055
operator:wikidata,Q1465461,opérateur:wikidata=Q1465461
operator:wikidata,Q1501071,opérateur:wikidata=Q1501071
operator:wikidata,Q157645,opérateur:wikidata=Q157645
operator:wikidata,Q167840,opérateur:wikidata=Q167840
operator:wikidata,Q1706317,opérateur:wikidata=Q1706317
operator:wikidata,Q193755,opérateur:wikidata=Q193755
operator:wikidata,Q209078,opérateur:wikidata=Q209078
operator:wikidata,Q21011154,opérateur:wikidata=Q21011154
operator:wikidata,Q21605526,opérateur:wikidata=Q21605526
operator:wikidata,Q2178795,opérateur:wikidata=Q2178795
operator:wikidata,Q2397198,opérateur:wikidata=Q2397198
operator:wikidata,Q2397965,opérateur:wikidata=Q2397965
operator:wikidata,Q267122,opérateur:wikidata=Q267122
operator:wikidata,Q28197109,opérateur:wikidata=Q28197109
operator:wikidata,Q3050566,opérateur:wikidata=Q3050566
operator:wikidata,Q3143709,opérateur:wikidata=Q3143709
operator:wikidata,Q3182097,opérateur:wikidata=Q3182097
operator:wikidata,Q3278475,opérateur:wikidata=Q3278475
operator:wikidata,Q3307442,opérateur:wikidata=Q3307442
operator:wikidata,Q341090,opérateur:wikidata=Q341090
operator:wikidata,Q3550346,opérateur:wikidata=Q3550346
operator:wikidata,Q3587594,opérateur:wikidata=Q3587594
operator:wikidata,Q366922,opérateur:wikidata=Q366922
operator:wikidata,Q373724,opérateur:wikidata=Q373724
operator:wikidata,Q3764,opérateur:wikidata=Q3764
operator:wikidata,Q5760006,opérateur:wikidata=Q5760006
operator:wikidata,Q614819,opérateur:wikidata=Q614819
operator:wikidata,Q624798,opérateur:wikidata=Q624798
operator:wikidata,Q638098,opérateur:wikidata=Q638098
operator:wikidata,Q668687,opérateur:wikidata=Q668687
operator:wikidata,Q6817918,opérateur:wikidata=Q6817918
operator:wikidata,Q682520,opérateur:wikidata=Q682520
operator:wikidata,Q7058492,opérateur:wikidata=Q7058492
operator:wikidata,Q725793,opérateur:wikidata=Q725793
operator:wikidata,Q7834923,opérateur:wikidata=Q7834923
operator:wikidata,Q787714,opérateur:wikidata=Q787714
operator:wikidata,Q7988183,opérateur:wikidata=Q7988183
operator:wikidata,Q856783,opérateur:wikidata=Q856783
operator:wikipedia,*,opérateur:wikipedia=*
operator:wikipedia,de:DB InfraGO,opérateur:wikipedia=de:DB InfraGO
operator:wikipedia,de:Deutsche Post AG,opérateur:wikipedia=de:Deutsche Post AG
operator:wikipedia,en:United States Postal Service,opérateur:wikipedia=en:United States Postal Service
operator:wikipedia,fr:Enedis,opérateur:wikipedia=fr:Énédis
operator:wikipedia,fr:La Poste (entreprise française),Operator:wikipedia=fr:La Poste (entreprise française)
operator:wikipedia,fr:RTE (entreprise),Operator:wikipedia=fr:RTE (entreprise)
operator:wikipedia,pl:InPost,opérateur:wikipedia=pl:InPost
operator:zh,国家电网,opérateur:zh=国家电网
orchard,meadow_orchard,verger=prairie_verger
order,0,ordre=0
organ,*,organe=*
organic,only,bio = uniquement
orientation,diagonal,orientation=diagonale
orientation,parallel,orientation=parallèle
orientation,perpendicular,orientation = perpendiculaire
osm_type,way,osm_type=voie
osmarender:nameDirection,-1,osmarender:nameDirection=-1
osmarender:nameDirection,1,osmarender:nameDirection=1
osmarender:render,no,osmarender:render=non
osmarender:renderName,no,osmarender:renderName=non
osmarender:renderRef,no,osmarender:renderRef=non
osmc:symbol,green:green:yellow_pointer,osmc:symbole=vert:vert:pointeur_jaune
osmc:symbol,yellow::yellow_diamond,osmc:symbol=jaune::diamant_jaune
